,Time,Date,DC total voltage (v),DC total current(A),AC total voltage (v),AC Output Frequency R(Hz),temp,dew,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,Daily Generation (Active)(kWh)
171,3,135,2438.5636363636368,344.1,730.4545454545455,50.00909090909091,30.2,23.7,68.22,0.0,5.0,11.2,93.0,1010.0,27.7,6.0,671,49.7
172,4,135,2419.5666666666666,412.29999999999995,719.4916666666667,50.02916666666667,32.0,23.6,61.38,0.0,4.0,12.1,28.0,1007.1,50.7,7.8,843,70.9
173,5,135,2394.572727272727,396.2,721.5272727272727,50.02727272727273,31.4,25.8,72.33,0.0,6.5,9.7,113.0,1009.0,27.7,6.0,958,91.1
174,6,135,2380.3416666666667,404.29999999999995,728.0416666666666,49.98916666666667,32.3,24.9,64.93,0.0,12.2,7.4,105.0,1008.0,27.7,6.0,1008,111.1
175,7,135,2396.5583333333334,348.6,717.0083333333333,49.94416666666667,34.7,22.3,48.67,0.0,17.3,5.8,83.0,1003.6,43.3,7.8,988,127.3
176,8,135,2431.518181818182,204.0,702.9000000000001,49.99363636363636,34.3,22.8,51.24,0.0,18.0,4.4,50.0,1005.0,30.9,6.0,899,137.8
177,9,135,2490.8615384615387,101.80000000000001,703.0461538461539,50.068461538461534,34.2,22.9,51.66,0.0,17.6,5.9,65.0,1005.0,50.0,6.0,747,142.9
178,10,135,2493.4416666666666,43.7,701.6583333333333,50.0625,34.5,21.3,46.23,0.0,16.2,6.6,84.0,1001.9,54.5,7.9,549,145.1
179,11,135,1913.209090909091,9.5,712.5454545454546,49.974545454545456,32.3,22.8,57.31,0.0,20.9,5.1,80.0,1005.0,27.7,6.0,304,145.4
180,0,136,2580.9416666666666,99.4,731.3333333333334,50.02916666666667,26.1,23.9,87.62,0.0,13.7,1.9,325.0,1008.0,33.6,5.0,31,6.1
181,1,136,2497.3454545454547,207.2,727.090909090909,50.03727272727272,29.5,24.0,72.4,0.0,11.2,1.6,233.0,1005.9,55.5,5.0,222,16.7
182,2,136,2462.9416666666666,265.5,706.65,49.998333333333335,30.1,24.9,73.68,0.0,7.2,4.2,285.0,1009.0,55.7,6.0,451,30.2
183,3,136,2448.390909090909,248.2,701.6545454545455,49.98454545454546,31.1,24.0,66.11,0.0,6.1,4.2,165.7,1009.0,55.7,6.0,629,42.8
184,4,136,2340.9727272727273,368.99999999999994,726.909090909091,49.95454545454545,33.5,24.1,58.01,0.0,9.0,4.9,110.0,1005.4,60.3,5.1,781,60.6
185,5,136,2347.2916666666665,390.7,718.4833333333333,49.965833333333336,33.1,24.7,61.34,0.0,13.7,4.2,99.7,1008.0,89.1,6.0,914,80.1
186,6,136,2414.3272727272724,232.10000000000002,718.9272727272728,49.972727272727276,34.0,24.6,57.97,0.0,20.2,4.2,100.1,1007.0,89.1,6.0,904,92.4
187,7,136,2451.1384615384613,247.0,709.2461538461539,49.97846153846154,35.1,22.7,48.81,0.0,21.2,5.1,120.0,1003.0,84.5,7.8,893,103.5
188,8,136,2478.0692307692307,188.5,700.5615384615385,49.98923076923077,33.9,23.8,55.53,0.0,19.4,6.5,70.0,1005.0,86.1,5.9,797,113.4
189,9,136,2486.0,23.5,701.94,50.012,33.1,23.9,58.52,0.0,17.6,3.0,74.0,1004.0,89.1,5.9,458,114.6
190,10,136,2452.625,2.6,728.3499999999999,50.045,33.4,22.1,51.55,0.0,17.3,4.4,103.0,1001.2,75.3,7.7,492,114.8
191,11,136,1501.87,4.2,700.18,50.004000000000005,31.2,23.0,61.72,0.0,11.5,4.7,100.0,1005.0,89.1,5.9,318,114.8
192,0,137,2552.3583333333336,111.3,730.7916666666666,50.0275,27.9,24.9,83.8,0.0,6.1,0.8,0.0,1008.2,89.1,5.9,26,6.9
193,1,137,2530.209090909091,135.0,717.1363636363636,49.97818181818182,29.8,23.6,69.23,0.0,5.0,2.9,12.0,1007.0,66.9,5.0,192,14.0
194,2,137,2464.866666666667,253.4,718.5833333333334,49.995000000000005,30.0,24.0,70.29,0.0,6.5,11.1,275.0,1010.0,50.0,5.0,428,26.6
195,3,137,2472.8636363636365,189.40000000000003,706.7727272727273,49.99363636363637,30.1,24.7,73.04,0.0,7.9,5.7,260.0,1010.0,83.4,6.0,641,36.3
196,4,137,2502.033333333333,179.70000000000002,695.8916666666668,50.001666666666665,32.1,23.5,60.34,0.0,7.9,0.8,340.1,1006.2,81.5,5.1,772,44.9
197,5,137,2453.3545454545456,238.40000000000003,707.5,50.00727272727273,32.1,23.6,60.59,0.0,10.1,6.8,85.0,1008.0,89.1,6.0,852,57.2
198,6,137,2482.8090909090906,187.60000000000002,717.8272727272727,50.00272727272727,32.2,24.5,63.79,0.0,13.3,6.5,100.0,1007.0,89.1,5.9,445,67.0
199,7,137,2481.0,225.39999999999998,707.5363636363636,49.844545454545454,33.1,21.6,51.07,0.0,15.8,5.1,100.0,1003.8,84.5,7.7,355,77.6
200,8,137,2489.258333333333,150.5,682.7666666666668,49.83166666666667,33.1,23.7,57.77,0.0,16.9,9.3,89.0,1005.8,55.7,5.9,54,85.5
201,9,137,2493.836363636364,37.6,690.6090909090909,49.98,32.2,22.7,57.29,0.0,12.2,6.8,65.0,1006.0,55.7,5.9,135,87.5
202,10,137,2489.0750000000003,25.3,703.4916666666667,49.984166666666674,31.0,21.4,56.74,0.0,6.1,6.2,47.0,1003.1,84.6,7.7,454,88.7
203,11,137,1918.3090909090909,6.4,705.590909090909,49.97636363636364,29.1,22.9,68.89,0.0,8.3,4.9,320.0,1006.0,89.1,5.9,308,88.8
204,0,138,2603.7333333333336,98.2,737.4833333333332,50.04833333333334,26.1,24.0,88.39,0.0,19.1,6.5,125.0,1009.8,52.7,5.1,3,6.4
205,1,138,2595.309090909091,165.89999999999998,738.8090909090909,50.00636363636364,27.1,23.2,79.13,0.0,15.8,7.2,81.0,1007.5,84.3,5.1,65,14.6
206,2,138,2487.7250000000004,286.6,723.6416666666667,50.001666666666665,28.1,24.6,80.96,0.0,21.2,7.6,171.0,1010.0,55.7,6.0,274,29.2
207,3,138,2474.981818181818,276.8,710.6,49.98272727272728,29.2,24.4,75.4,0.0,25.9,5.4,96.0,1010.0,55.7,6.0,436,42.3
208,4,138,2441.7833333333333,345.3,710.6666666666666,50.01583333333334,31.2,22.3,59.32,0.0,28.1,6.6,130.0,1007.2,69.5,5.1,588,59.3
209,5,138,2358.790909090909,427.70000000000005,718.7181818181818,49.99454545454546,31.2,23.7,64.43,0.0,19.4,7.0,82.0,1009.0,55.7,6.0,868,79.7
210,6,138,2380.2833333333333,412.8,728.125,49.96416666666667,32.2,23.7,60.88,0.0,19.1,6.8,107.0,1008.0,55.7,6.0,980,100.7
211,7,138,2450.6727272727276,238.1,714.3454545454545,50.026363636363634,32.7,22.4,54.63,0.0,18.4,10.9,137.0,1003.9,69.5,7.8,971,115.3
212,8,138,2539.0416666666665,162.39999999999998,701.925,50.01166666666666,31.8,23.5,61.55,0.0,18.7,9.5,88.0,1006.0,53.0,5.9,874,124.4
213,9,138,2549.1454545454544,73.3,703.0272727272727,49.98545454545455,30.1,23.3,67.02,0.0,17.6,6.3,90.0,1006.0,50.0,5.9,441,128.4
214,10,138,2490.641666666667,38.1,706.5833333333334,49.99583333333334,30.6,21.1,57.03,0.0,16.9,6.7,132.0,1003.0,69.6,7.8,104,130.4
215,11,138,1850.3363636363638,7.0,712.9454545454545,49.970909090909096,29.1,22.3,66.8,0.0,17.6,7.0,99.0,1006.0,55.7,6.0,86,130.6
216,0,139,2569.3333333333335,80.30000000000001,738.05,50.04,25.1,23.9,92.56,0.0,9.0,3.6,200.0,1009.0,89.1,5.0,24,4.9
217,1,139,2544.2181818181816,175.60000000000002,737.2636363636364,50.04818181818182,28.9,23.9,74.29,0.0,10.1,5.5,228.0,1007.2,55.9,7.3,152,13.8
218,2,139,2524.475,214.3,720.125,50.01333333333333,28.0,23.7,77.55,0.0,7.2,2.2,332.0,1010.0,89.1,6.0,332,24.8
219,3,139,2446.527272727273,229.8,717.6272727272727,49.99272727272727,29.9,23.6,69.07,0.0,6.1,3.7,270.0,1010.0,55.7,6.0,522,37.9
220,4,139,2422.1363636363635,335.7,718.3454545454545,49.98454545454546,31.0,23.5,64.7,0.0,5.4,7.6,270.0,1006.4,66.8,7.8,687,54.7
221,5,139,2423.1,313.7,714.0727272727273,50.04363636363637,31.2,23.8,64.72,0.0,3.2,6.5,306.0,1008.0,50.0,6.0,700,71.5
222,6,139,2398.490909090909,283.2,723.0545454545454,49.973636363636366,32.1,23.7,61.12,0.0,4.3,6.4,323.0,1007.0,50.0,6.0,818,86.0
223,7,139,2358.6083333333336,327.90000000000003,717.7083333333334,50.0075,34.2,21.6,47.95,0.0,6.5,4.4,290.0,1003.4,54.6,7.8,740,103.8
224,8,139,2469.3636363636365,155.3,689.9272727272727,50.00363636363636,32.6,23.7,59.42,0.0,10.4,5.6,185.0,1006.0,52.7,5.9,382,111.5
225,9,139,2493.75,38.4,697.3916666666667,50.02583333333334,30.5,23.9,67.74,0.0,12.2,6.8,201.0,1005.2,55.7,5.9,107,113.4
226,10,139,2203.672727272727,12.200000000000001,712.6090909090909,50.03363636363636,29.1,22.9,69.51,0.0,13.7,8.7,248.0,1003.2,60.4,5.0,202,113.9
227,11,139,1577.46,4.0,720.19,50.009,26.8,23.0,79.79,0.0,12.6,12.2,239.0,1007.0,55.7,5.9,104,113.9
228,0,140,2591.6916666666666,68.3,747.975,50.107499999999995,24.0,22.0,88.6,0.0,26.3,9.7,277.0,1008.2,89.1,4.9,23,5.4
229,1,140,2613.1250000000005,96.60000000000001,740.15,50.06,25.9,21.5,76.38,0.0,29.5,8.4,285.0,1006.7,93.7,4.4,179,10.1
230,2,140,2588.575,162.60000000000002,739.5,50.03333333333333,25.2,22.0,82.38,0.0,30.6,12.4,284.0,1009.0,89.1,5.8,414,18.8
231,3,140,2516.436363636364,250.7,743.7545454545455,49.97909090909091,27.2,21.1,69.47,0.0,28.1,12.8,293.0,1009.0,89.1,5.9,630,32.0
232,4,140,2493.0750000000003,304.0,734.4916666666667,50.02916666666667,29.3,20.8,60.22,0.0,25.9,9.6,251.0,1005.8,89.1,5.1,812,47.3
233,5,140,2454.818181818182,318.8,742.4636363636364,50.00454545454545,29.4,20.9,60.23,0.0,23.4,10.8,292.0,1007.8,89.1,6.0,909,63.6
234,6,140,2466.9666666666662,298.3,746.5416666666666,50.0425,30.3,20.9,57.1,0.0,20.5,10.4,309.0,1007.0,89.1,6.0,762,79.3
235,7,140,2556.1749999999997,153.7,733.1916666666667,49.961666666666666,30.8,19.5,51.21,0.0,19.4,11.5,306.0,1003.4,89.1,7.8,650,86.6
236,8,140,2539.75,148.6,734.625,50.01,30.1,20.9,57.58,0.0,18.4,9.7,276.0,1005.2,89.1,6.0,616,94.5
237,9,140,2594.375,106.6,743.6333333333333,50.1,31.1,20.9,54.83,0.0,18.4,11.5,269.0,1005.0,55.7,6.0,496,99.7
238,10,140,2529.218181818182,31.1,745.4454545454546,50.06545454545455,31.1,20.2,52.51,0.0,19.4,10.0,309.0,1002.3,55.8,7.9,425,101.3
239,11,140,1999.9416666666668,8.3,737.3166666666666,50.0825,29.2,20.9,60.73,0.0,22.3,11.2,266.0,1005.0,55.7,6.0,311,101.6
240,0,141,2605.6666666666665,100.0,773.0083333333334,50.13583333333333,24.1,21.1,83.35,0.0,33.5,13.2,294.0,1008.0,33.9,5.1,34,6.3
241,1,141,2570.6363636363635,199.20000000000002,784.0363636363636,50.223636363636366,26.3,20.5,70.52,0.0,46.1,22.8,318.0,1005.7,21.9,7.9,232,16.8
242,2,141,2501.016666666667,325.4,782.0583333333334,50.21666666666667,27.1,21.0,69.41,0.0,39.6,11.4,298.0,1008.0,7.0,6.0,472,33.7
243,3,141,2447.5272727272727,368.1,778.4181818181818,50.08909090909091,29.1,21.0,61.81,0.0,35.3,10.3,304.0,1007.0,12.0,6.0,694,52.4
244,4,141,2402.1833333333334,445.0,774.2833333333334,50.00083333333333,31.4,19.6,49.74,0.0,34.2,11.8,320.0,1004.1,50.0,7.8,873,74.9
245,5,141,2376.2818181818184,414.90000000000003,779.1454545454544,50.02181818181818,32.1,20.0,48.94,0.0,37.1,12.2,279.0,1006.0,0.0,6.0,992,96.0
246,6,141,2385.8818181818183,387.1,782.0454545454545,50.03454545454545,33.1,19.9,45.65,0.0,37.1,12.2,261.0,1005.0,0.0,6.0,1042,115.5
247,7,141,2397.7733333333335,447.7,777.1333333333334,50.014,35.5,16.2,31.69,0.0,37.1,10.7,253.0,1000.9,0.0,7.8,1022,133.9
248,8,141,2444.145454545455,197.20000000000002,755.909090909091,49.99181818181818,34.2,19.7,42.61,0.0,37.1,12.2,279.0,1003.0,0.0,6.0,930,144.1
249,9,141,2541.2916666666665,77.19999999999999,739.8833333333333,49.968333333333334,34.1,19.7,42.78,0.0,37.1,15.3,287.0,1003.0,0.0,6.0,777,148.4
250,10,141,2520.1909090909094,30.0,739.7727272727273,50.00818181818182,34.7,17.4,35.81,0.0,32.4,13.5,266.0,999.8,2.8,7.9,575,149.9
251,11,141,1992.7545454545452,8.4,740.5363636363636,49.98818181818182,32.2,20.0,48.53,0.0,37.1,12.2,277.0,1004.0,0.0,6.0,341,150.2
252,0,142,2603.2833333333333,107.5,744.0166666666667,50.156666666666666,25.1,21.0,77.82,0.0,40.7,11.2,296.0,1007.0,0.0,6.0,34,6.9
253,1,142,2561.7545454545457,208.50000000000003,749.0818181818182,50.25909090909091,27.6,20.7,66.05,0.0,42.5,11.1,270.0,1005.4,36.2,5.1,232,17.9
254,2,142,2502.875,332.5,730.6,50.2125,27.1,21.5,71.26,0.0,34.0,15.6,299.0,1008.0,30.9,6.0,468,35.2
255,3,142,2427.972727272727,368.8,725.0454545454546,50.054545454545455,29.1,20.6,60.17,0.0,29.5,12.9,307.0,1007.2,6.6,6.0,685,53.8
256,4,142,2386.8545454545456,403.40000000000003,718.8545454545455,50.03181818181818,31.6,19.5,48.8,0.0,32.4,21.4,311.0,1004.2,37.0,7.8,861,74.4
257,5,142,2365.4166666666665,445.90000000000003,714.7833333333333,50.024166666666666,32.1,20.5,50.45,0.0,29.2,12.0,307.0,1006.0,6.6,6.0,980,96.6
258,6,142,2356.872727272727,380.1,714.9454545454546,49.97545454545455,33.1,19.3,44.03,0.0,46.4,12.0,299.0,1005.8,6.6,6.0,1032,115.4
259,7,142,2388.4857142857145,417.0,703.2214285714285,49.88142857142857,35.6,18.2,35.71,0.0,22.0,13.1,292.0,1001.4,14.2,7.8,1013,133.5
260,8,142,2464.3090909090906,182.20000000000002,692.7727272727273,49.98545454545455,35.1,19.0,38.72,0.0,37.1,10.4,295.0,1004.0,6.6,6.0,923,143.4
261,9,142,2513.758333333333,76.19999999999999,699.525,50.004999999999995,34.3,18.9,40.24,0.0,37.1,10.4,313.0,1004.0,27.7,6.0,771,147.0
262,10,142,2501.1416666666664,30.700000000000003,708.7166666666667,49.95333333333334,35.5,15.3,30.18,0.0,21.6,11.9,278.0,1000.7,18.5,7.9,569,148.5
263,11,142,1995.918181818182,8.0,711.5727272727272,50.04363636363637,33.1,18.2,41.19,0.0,37.1,7.3,260.0,1004.0,6.6,6.0,337,148.8
264,0,143,2587.7545454545457,95.49999999999999,733.9090909090909,50.03727272727272,26.0,20.7,72.66,0.0,34.0,15.3,316.0,1009.0,0.0,6.0,34,6.2
265,1,143,2549.5272727272727,200.6,731.8636363636364,50.01818181818182,28.2,19.7,59.97,0.0,34.0,16.9,311.0,1007.4,8.8,7.9,231,16.6
266,2,143,2544.041666666667,288.8,714.2666666666667,50.0075,28.2,20.8,64.07,0.0,32.1,13.6,300.0,1010.0,0.0,6.0,465,32.3
267,3,143,2435.63,328.8,708.69,49.988,30.2,20.9,57.61,0.0,44.6,13.3,316.0,1010.0,0.0,6.0,680,49.5
268,4,143,2379.0750000000003,428.6,694.8916666666667,49.913333333333334,33.1,19.6,45.0,0.0,24.8,11.7,291.0,1006.5,34.4,7.8,854,70.9
269,5,143,2371.8181818181815,398.59999999999997,695.3,49.98545454545455,33.2,19.9,45.47,0.0,18.7,12.8,284.0,1008.2,0.0,6.0,970,90.6
270,6,143,2346.875,405.4,697.6666666666666,50.024166666666666,35.5,19.0,38.0,0.0,14.8,22.3,305.0,1008.0,0.0,6.0,1020,110.6
271,7,143,2378.9454545454546,296.40000000000003,683.1363636363636,49.91181818181818,36.9,19.5,36.24,0.0,12.6,9.2,273.0,1003.8,37.0,7.8,1001,124.7
272,8,143,2473.7166666666667,142.5,669.15,49.92416666666667,35.3,20.7,42.7,0.0,14.0,12.2,262.0,1007.0,27.7,6.0,914,132.7
273,9,143,2502.0454545454545,75.10000000000001,685.7363636363636,49.99545454545455,36.1,19.7,38.3,0.0,14.4,10.7,293.0,1007.0,27.7,6.0,764,136.6
274,10,143,2483.2230769230773,37.800000000000004,699.4307692307692,50.026153846153846,36.7,16.8,31.02,0.0,14.4,8.0,262.0,1003.5,41.5,7.9,565,138.4
275,11,143,1913.6538461538462,8.2,707.2461538461539,50.00769230769231,34.2,17.6,37.43,0.0,13.7,6.9,249.0,1007.0,46.7,6.0,335,138.5
276,0,144,2595.390909090909,79.0,715.209090909091,50.01,27.1,20.9,68.53,0.0,32.0,9.6,324.0,1012.0,9.1,5.1,35,5.1
277,1,144,2572.041666666667,181.1,710.6833333333333,50.01833333333334,29.3,19.8,56.35,0.0,33.8,9.8,257.0,1009.6,29.7,7.5,226,14.7
278,2,144,2504.827272727273,258.6,692.0,49.99181818181818,30.0,20.9,58.06,0.0,31.3,9.4,346.0,1013.0,6.6,6.0,459,28.1
279,3,144,2447.663636363636,321.79999999999995,700.309090909091,50.02090909090909,31.1,20.9,54.61,0.0,25.6,7.3,344.0,1012.0,6.6,6.0,678,44.8
280,4,144,2394.7000000000003,404.9,693.6,49.96333333333333,33.8,20.2,45.04,0.0,21.2,5.7,320.0,1008.3,27.6,7.8,852,65.2
281,5,144,2357.1909090909094,385.8,684.1818181818181,49.91090909090909,34.1,20.9,46.11,0.0,13.0,5.1,29.0,1010.2,50.0,6.0,968,84.2
282,6,144,2473.45,269.8,628.6416666666667,45.77583333333333,34.1,20.7,45.52,0.0,11.2,6.8,336.0,1009.2,55.7,6.0,1017,98.4
283,7,144,2439.9363636363637,267.0,699.5727272727272,50.17545454545454,36.6,18.4,34.44,0.0,12.6,5.2,280.0,1005.1,69.5,7.8,919,112.5
284,8,144,2443.0357142857147,225.29999999999998,677.85,49.93642857142857,36.0,18.9,36.61,0.0,11.5,10.1,344.0,1008.0,55.7,6.0,657,123.1
285,9,144,2521.625,81.39999999999999,689.4916666666667,49.9075,36.1,18.9,36.45,0.0,12.2,10.1,309.0,1007.0,36.6,6.0,582,127.4
286,10,144,2497.8454545454547,30.700000000000003,704.8636363636364,49.98363636363636,36.3,17.6,33.21,0.0,24.1,1.3,295.0,1004.0,50.5,7.9,424,128.9
287,11,144,2041.8454545454545,6.7,710.2545454545455,50.08272727272727,33.9,19.7,43.3,0.0,13.3,6.6,250.0,1008.0,36.6,6.0,17,129.1
288,0,145,2591.336363636364,83.1,722.3,50.08272727272727,27.3,20.0,64.45,0.0,38.9,9.4,287.0,1011.0,46.7,5.0,23,5.8
289,1,145,2527.0583333333334,206.7,718.5,50.071666666666665,29.8,20.1,55.92,0.0,32.4,9.3,299.0,1009.1,43.9,7.8,150,16.5
290,2,145,2480.2272727272725,288.40000000000003,689.2636363636364,50.01909090909091,30.2,21.8,60.69,0.0,27.7,12.8,299.0,1012.0,50.0,6.0,462,31.3
291,3,145,2428.4666666666667,365.70000000000005,690.0749999999999,50.004999999999995,31.2,21.9,57.58,0.0,24.5,12.6,326.0,1011.2,12.0,6.0,677,49.8
292,4,145,2391.7727272727275,371.29999999999995,696.4909090909091,49.99,34.6,20.8,44.55,0.0,20.9,7.2,317.0,1007.7,39.5,7.8,850,68.3
293,5,145,2349.6153846153848,446.5,692.6692307692308,50.00769230769231,34.2,22.6,50.77,0.0,18.0,12.7,316.0,1010.0,6.6,6.0,964,88.5
294,6,145,2347.4363636363637,355.1,700.6272727272726,49.97818181818182,34.3,21.6,47.57,0.0,14.0,9.6,275.0,1009.0,50.0,6.0,1014,105.7
295,7,145,2382.85,344.5,689.6642857142857,50.04571428571428,36.8,19.0,35.3,0.0,14.4,9.1,274.0,1004.1,54.6,7.8,943,120.7
296,8,145,2406.711111111111,26.599999999999998,656.8777777777777,50.03333333333333,36.0,21.6,43.48,0.0,15.5,15.3,269.0,1007.0,50.0,5.9,388,121.5
297,9,145,2540.44,39.1,700.7,50.379,32.1,21.5,53.65,0.0,17.6,12.2,284.0,1007.8,83.4,5.0,97,124.2
298,10,145,2533.7,12.200000000000001,644.25,46.185,28.7,19.6,57.95,0.0,34.0,12.7,288.0,1005.5,83.5,4.1,51,124.7
299,11,145,2709.116666666667,0.0,0.0,0.0,28.4,19.6,59.2,0.0,18.7,10.4,315.0,1008.0,50.0,4.9,186,124.7
300,0,146,,0.0,,,25.1,20.6,75.75,0.0,34.9,3.0,329.0,1011.0,55.7,5.0,3,
301,1,146,,0.0,,,27.8,20.3,63.58,0.0,33.8,6.9,268.0,1009.2,57.6,5.1,12,
302,2,146,,0.0,,,29.1,21.9,65.42,0.0,31.0,10.7,289.0,1012.0,50.0,6.0,94,
303,3,146,2464.48,245.1,711.2800000000001,49.997,30.2,21.0,57.86,0.0,26.3,12.2,316.0,1012.0,46.7,6.0,188,45.8
304,4,146,2399.925,414.6,712.4833333333333,50.01583333333334,32.7,20.7,49.22,0.0,22.0,8.6,277.0,1008.0,51.3,7.8,487,66.1
305,5,146,2351.5545454545454,392.59999999999997,706.8454545454546,50.00909090909091,33.0,21.0,49.4,0.0,17.3,11.7,300.0,1010.0,27.7,6.0,906,85.4
306,6,146,2361.6818181818185,329.9,712.6818181818181,50.01454545454545,33.2,20.2,46.5,0.0,15.5,12.2,271.0,1009.8,30.9,6.0,1006,102.6
307,7,146,2441.0333333333338,242.7,695.925,49.91583333333333,35.7,18.5,36.45,0.0,15.8,7.2,316.0,1005.0,54.6,7.8,554,115.6
308,8,146,2472.6,161.5,691.3909090909091,49.972727272727276,35.1,20.0,41.38,0.0,15.1,7.3,290.0,1007.0,50.0,6.0,340,124.4
309,9,146,2563.1272727272726,80.60000000000001,717.9636363636364,50.07,35.1,19.6,40.46,0.0,14.4,7.7,305.0,1007.0,50.0,6.0,225,129.0
310,10,146,2601.007692307692,42.10000000000001,713.3384615384615,50.105384615384615,35.7,17.0,33.09,0.0,13.7,5.6,286.0,1003.5,49.9,7.9,72,131.5
311,11,146,1963.2857142857142,14.9,714.1214285714286,49.972142857142856,33.2,18.2,41.01,0.0,9.0,7.3,260.0,1007.0,30.9,6.0,139,132.0
312,0,147,2582.7083333333335,104.1,725.875,50.04,26.1,19.9,68.33,0.0,37.8,11.2,287.0,1010.2,0.0,6.0,36,6.5
313,1,147,2523.290909090909,208.39999999999998,719.4000000000001,50.03454545454545,29.3,19.0,53.77,0.0,34.9,12.6,314.0,1008.2,2.1,7.9,234,17.2
314,2,147,2473.4416666666666,327.1,704.45,50.04333333333333,29.1,19.9,57.35,0.0,28.4,13.3,299.0,1010.2,0.0,6.0,467,34.1
315,3,147,2411.0,366.3,711.2,50.01272727272727,31.1,19.9,51.34,0.0,24.1,13.2,307.0,1010.0,0.0,6.0,681,52.4
316,4,147,2366.1499999999996,435.79999999999995,704.025,49.9925,33.9,19.0,41.5,0.0,20.9,17.4,317.0,1006.4,0.0,7.8,855,74.2
317,5,147,2331.581818181818,406.79999999999995,699.6818181818181,49.97545454545455,33.3,19.7,44.87,0.0,18.0,15.4,316.0,1009.0,0.0,6.0,971,94.5
318,6,147,2351.9454545454546,368.5,712.6272727272727,49.98181818181818,34.2,19.6,42.23,0.0,13.3,15.4,305.0,1008.0,27.7,6.0,1023,113.2
319,7,147,2410.9249999999997,293.2,712.6833333333333,50.01666666666667,36.7,17.5,32.49,0.0,15.1,6.9,300.0,1003.9,44.8,7.8,1004,125.6
320,8,147,2459.4500000000003,113.9,686.6750000000001,49.93166666666667,35.3,18.6,37.38,0.0,16.6,7.2,313.0,1006.8,50.0,6.0,917,132.7
321,9,147,2488.181818181818,60.60000000000001,707.8272727272728,50.00272727272727,36.1,18.6,35.66,0.0,18.0,5.4,265.0,1006.0,50.0,6.0,770,135.7
322,10,147,2497.4416666666666,29.6,720.5999999999999,50.020833333333336,36.2,16.2,30.5,0.0,18.7,5.4,249.0,1003.1,54.4,7.9,571,137.2
323,11,147,1893.7181818181818,7.4,701.6454545454545,50.01090909090909,34.1,17.6,37.55,0.0,18.7,8.9,248.0,1007.0,29.2,6.0,339,137.4
324,0,148,2580.1916666666666,105.8,734.45,50.01583333333334,27.1,18.9,60.54,0.0,44.6,16.1,298.0,1010.0,0.0,6.0,22,6.6
325,1,148,2540.672727272727,204.89999999999998,743.0545454545455,50.01818181818182,29.1,18.6,52.96,0.0,33.1,11.8,288.0,1007.5,2.1,7.9,79,17.3
326,2,148,2492.277777777778,232.09999999999997,736.9333333333334,50.01666666666667,30.8,15.1,38.61,0.0,30.2,23.8,289.2,1007.0,0.2,24.1,243,29.5
327,3,148,2488.7375,232.20000000000002,724.1625,50.348749999999995,33.1,14.4,32.39,0.0,28.1,23.8,295.9,1007.0,0.6,24.1,680,41.7
328,4,148,2546.9727272727273,287.0,724.3181818181819,50.54909090909091,35.0,17.6,35.69,0.0,24.8,10.6,270.0,1003.5,0.0,9.4,854,56.1
329,5,148,2362.508333333333,432.7,727.3333333333333,50.395,35.0,18.0,36.67,0.0,16.6,22.3,280.0,1009.0,0.0,6.0,972,77.6
330,6,148,2637.1500000000005,170.2,720.24,50.846000000000004,34.1,19.6,42.39,0.0,13.3,12.2,249.0,1008.0,6.6,6.0,1021,86.6
331,7,148,2363.745454545455,318.20000000000005,724.8909090909091,50.308181818181815,36.9,17.7,32.48,0.0,37.1,8.8,273.0,1003.6,27.7,7.8,1003,103.0
332,8,148,2435.7636363636366,162.5,721.1818181818182,50.120000000000005,36.1,18.6,35.66,0.0,14.4,10.0,311.0,1006.0,27.7,6.0,916,112.0
333,9,148,2511.5333333333338,76.7,701.7833333333333,50.0,36.1,17.4,33.18,0.0,14.4,8.5,267.0,1006.0,27.7,6.0,767,115.9
334,10,148,2506.2,35.2,706.6,50.02090909090909,36.8,14.9,27.24,0.0,15.1,6.6,266.0,1002.6,27.8,7.9,569,117.7
335,11,148,1962.3,11.399999999999999,709.1384615384615,50.08230769230769,34.2,16.6,34.96,0.0,13.3,6.6,250.0,1006.0,27.7,6.0,279,118.1
336,0,149,2564.8166666666666,91.4,710.325,50.009166666666665,28.1,19.9,61.03,0.0,35.6,12.9,305.0,1009.2,27.9,6.0,36,5.6
337,1,149,2566.9083333333333,119.5,698.5333333333334,50.00666666666667,30.4,19.5,52.23,0.0,31.7,12.4,271.0,1007.0,39.9,7.9,223,11.5
338,2,149,2496.9333333333334,299.20000000000005,688.3666666666666,49.98,30.2,20.0,54.4,0.0,29.2,11.5,300.0,1010.0,83.4,6.0,452,26.6
339,3,149,2433.525,373.1,706.375,49.9925,31.2,20.8,53.91,0.0,25.9,11.4,317.0,1009.2,12.0,6.0,672,44.2
340,4,149,2377.2545454545457,376.0,701.0090909090909,50.00545454545455,34.4,20.8,44.95,0.0,22.3,9.9,276.0,1006.0,50.0,7.8,839,62.9
341,5,149,2348.7083333333335,410.79999999999995,703.5416666666667,49.965,34.1,21.7,48.39,0.0,18.7,12.8,316.0,1008.0,50.0,6.0,945,83.6
342,6,149,2374.866666666667,383.2,711.2666666666667,50.012499999999996,35.0,21.7,46.14,0.0,14.8,12.8,311.0,1007.0,50.0,6.0,982,101.7
